id,scenario,year,0
ALB,current,2030.0,1.2076925438185446
AUT,current,2030.0,1.0796004169751716
BEL,current,2030.0,1.0571914282718056
BGR,current,2030.0,1.0828990946280048
BIH,current,2030.0,1.208180773881667
CHE,current,2030.0,1.0286876075527884
CYP,current,2030.0,1.2654467164744403
CZE,current,2030.0,1.2463423545841676
DEU,current,2030.0,1.0311279234972257
DNK,current,2030.0,1.1687842403145452
ESP,current,2030.0,1.1845083076512797
EST,current,2030.0,1.2159883864290586
FIN,current,2030.0,1.0501764891118648
FRA,current,2030.0,1.1215036459088696
GBR,current,2030.0,1.1586574774685874
GRC,current,2030.0,0.9972236352562861
HRV,current,2030.0,0.9383134259442947
HUN,current,2030.0,1.5553838816396561
IRL,current,2030.0,1.6361549531374013
ISL,current,2030.0,1.1346068860047536
ITA,current,2030.0,0.9958080065585916
LTU,current,2030.0,1.0505655901378181
LUX,current,2030.0,1.372626318783
LVA,current,2030.0,1.0165797850250573
MKD,current,2030.0,0.8569025886945043
MNE,current,2030.0,1.206958098209557
NLD,current,2030.0,1.1323641965444229
NOR,current,2030.0,1.1253303961459422
POL,current,2030.0,1.350983984239433
PRT,current,2030.0,1.0598203702041593
ROU,current,2030.0,1.470196036283916
SRB,current,2030.0,1.2085125913142984
SVK,current,2030.0,1.3238215567254705
SVN,current,2030.0,1.3151431028944904
SWE,current,2030.0,1.191518243549699
ALB,current,2050.0,2.245215635869693
AUT,current,2050.0,1.0316895231168608
BEL,current,2050.0,1.113848604024034
BGR,current,2050.0,1.6175465422019186
BIH,current,2050.0,2.241286706598437
CHE,current,2050.0,1.0421281774086262
CYP,current,2050.0,2.6991601662012914
CZE,current,2050.0,1.4724502514136022
DEU,current,2050.0,1.0956292637479148
DNK,current,2050.0,1.3263481302722688
ESP,current,2050.0,1.939180029157423
EST,current,2050.0,2.0081417427333745
FIN,current,2050.0,1.083537250790784
FRA,current,2050.0,1.2703710148878025
GBR,current,2050.0,1.2596415478686402
GRC,current,2050.0,1.6269239990734694
HRV,current,2050.0,1.0169418886761874
HUN,current,2050.0,4.546254093197667
IRL,current,2050.0,1.9427912339107933
ISL,current,2050.0,1.4044914880599988
ITA,current,2050.0,1.3457229061179823
LTU,current,2050.0,1.3589148373441442
LUX,current,2050.0,1.6675335691451754
LVA,current,2050.0,1.4612269986147144
MKD,current,2050.0,1.5170961654819966
MNE,current,2050.0,2.2511259332259055
NLD,current,2050.0,1.2962867023757805
NOR,current,2050.0,1.0858249642795277
POL,current,2050.0,1.8524492551360152
PRT,current,2050.0,1.5097738489875676
ROU,current,2050.0,2.7177394420085648
SRB,current,2050.0,2.2386164752418507
SVK,current,2050.0,1.6082239740556825
SVN,current,2050.0,1.3594746599726562
SWE,current,2050.0,1.1797050648241554
ALB,government-directed,2030.0,1.2076398695817367
AUT,government-directed,2030.0,1.0791074943696821
BEL,government-directed,2030.0,1.0565350904902673
BGR,government-directed,2030.0,1.083175260651491
BIH,government-directed,2030.0,1.208132440409913
CHE,government-directed,2030.0,1.0279312807701917
CYP,government-directed,2030.0,1.2986674579949131
CZE,government-directed,2030.0,1.2459329145790974
DEU,government-directed,2030.0,1.030266771553722
DNK,government-directed,2030.0,1.1684510877518877
ESP,government-directed,2030.0,1.1837500519114046
EST,government-directed,2030.0,1.213763129672226
FIN,government-directed,2030.0,1.0498879422783947
FRA,government-directed,2030.0,1.120824669614916
GBR,government-directed,2030.0,1.1578364151203389
GRC,government-directed,2030.0,0.9968562144120783
HRV,government-directed,2030.0,0.9387367347062273
HUN,government-directed,2030.0,1.555153175945929
IRL,government-directed,2030.0,1.6358494668995827
ISL,government-directed,2030.0,1.1342156986538396
ITA,government-directed,2030.0,0.9950633290645199
LTU,government-directed,2030.0,1.0518484017516998
LUX,government-directed,2030.0,1.3755017484535552
LVA,government-directed,2030.0,1.0198145287095048
MKD,government-directed,2030.0,0.8569025886945043
MNE,government-directed,2030.0,1.2068988941498762
NLD,government-directed,2030.0,1.1314723774447877
NOR,government-directed,2030.0,1.125078833344596
POL,government-directed,2030.0,1.3499219741745518
PRT,government-directed,2030.0,1.059360291212183
ROU,government-directed,2030.0,1.4696882749347242
SRB,government-directed,2030.0,1.2084672079712329
SVK,government-directed,2030.0,1.324505893873371
SVN,government-directed,2030.0,1.3169781598784676
SWE,government-directed,2030.0,1.1910291134068856
ALB,government-directed,2050.0,2.140473892933498
AUT,government-directed,2050.0,0.9100152860708633
BEL,government-directed,2050.0,0.9764942867030759
BGR,government-directed,2050.0,1.4874965195566836
BIH,government-directed,2050.0,2.145176494462899
CHE,government-directed,2050.0,0.9153783538933234
CYP,government-directed,2050.0,2.5229935930640472
CZE,government-directed,2050.0,1.2925342802080713
DEU,government-directed,2050.0,0.9544845612216839
DNK,government-directed,2050.0,1.1585175083551884
ESP,government-directed,2050.0,1.8039231450092186
EST,government-directed,2050.0,1.7357637748990142
FIN,government-directed,2050.0,0.9518780634029518
FRA,government-directed,2050.0,1.1538954923538556
GBR,government-directed,2050.0,1.1123367937770416
GRC,government-directed,2050.0,1.4492164187174916
HRV,government-directed,2050.0,0.8961136737218104
HUN,government-directed,2050.0,4.380794346944417
IRL,government-directed,2050.0,1.702285790130876
ISL,government-directed,2050.0,1.2164138862857155
ITA,government-directed,2050.0,1.2211221545541002
LTU,government-directed,2050.0,1.1742653437500725
LUX,government-directed,2050.0,1.4418204558783743
LVA,government-directed,2050.0,1.2580534287562866
MKD,government-directed,2050.0,1.5170961654819966
MNE,government-directed,2050.0,2.133399758616578
NLD,government-directed,2050.0,1.1312631342563393
NOR,government-directed,2050.0,0.9648769626064972
POL,government-directed,2050.0,1.6104827455778963
PRT,government-directed,2050.0,1.3661995344277604
ROU,government-directed,2050.0,2.534930637687379
SRB,government-directed,2050.0,2.148372539286919
SVK,government-directed,2050.0,1.4221616040407525
SVN,government-directed,2050.0,1.2035090614749477
SWE,government-directed,2050.0,1.0443839300893054
ALB,market-driven,2030.0,1.2144154418783597
AUT,market-driven,2030.0,1.056552755893564
BEL,market-driven,2030.0,1.0355517320448873
BGR,market-driven,2030.0,1.0797392544512634
BIH,market-driven,2030.0,1.2152776309351596
CHE,market-driven,2030.0,1.0076334592324143
CYP,market-driven,2030.0,1.3065866962376766
CZE,market-driven,2030.0,1.2120813931841847
DEU,market-driven,2030.0,1.0170728917233192
DNK,market-driven,2030.0,1.1451165654886268
ESP,market-driven,2030.0,1.1978823214161998
EST,market-driven,2030.0,1.1904976850975566
FIN,market-driven,2030.0,1.0308197232730643
FRA,market-driven,2030.0,1.0903248629686444
GBR,market-driven,2030.0,1.119529804163972
GRC,market-driven,2030.0,0.9914072275073752
HRV,market-driven,2030.0,0.9277729331453447
HUN,market-driven,2030.0,1.6248467309054682
IRL,market-driven,2030.0,1.5697965328982681
ISL,market-driven,2030.0,1.119552825704426
ITA,market-driven,2030.0,0.9945785416187958
LTU,market-driven,2030.0,1.0399955250213562
LUX,market-driven,2030.0,1.3486360701859106
LVA,market-driven,2030.0,1.0145984993638362
MKD,market-driven,2030.0,0.863424496997271
MNE,market-driven,2030.0,1.2131184488934668
NLD,market-driven,2030.0,1.10566486188727
NOR,market-driven,2030.0,1.0868822017311575
POL,market-driven,2030.0,1.3168165639884126
PRT,market-driven,2030.0,1.057027897743346
ROU,market-driven,2030.0,1.4471905273888832
SRB,market-driven,2030.0,1.2158636033708603
SVK,market-driven,2030.0,1.2716614488590483
SVN,market-driven,2030.0,1.2684258808077105
SWE,market-driven,2030.0,1.1529664042449166
ALB,market-driven,2050.0,2.467424749322027
AUT,market-driven,2050.0,0.7925480436320332
BEL,market-driven,2050.0,0.8754201818724785
BGR,market-driven,2050.0,1.5839151329900998
BIH,market-driven,2050.0,2.484285596188033
CHE,market-driven,2050.0,0.809462754148274
CYP,market-driven,2050.0,2.8276581146967152
CZE,market-driven,2050.0,1.1573444748955595
DEU,market-driven,2050.0,0.8691059135838902
DNK,market-driven,2050.0,1.0502983964578918
ESP,market-driven,2050.0,2.01202584296173
EST,market-driven,2050.0,1.6399462747263072
FIN,market-driven,2050.0,0.8495493818750999
FRA,market-driven,2050.0,1.0767807051576348
GBR,market-driven,2050.0,0.9649199641796408
GRC,market-driven,2050.0,1.4395589105727142
HRV,market-driven,2050.0,0.8293189487240742
HUN,market-driven,2050.0,5.534555208498475
IRL,market-driven,2050.0,1.4122672726748073
ISL,market-driven,2050.0,1.1380762119987256
ITA,market-driven,2050.0,1.2756841665890797
LTU,market-driven,2050.0,1.0992282849082144
LUX,market-driven,2050.0,1.320387003156034
LVA,market-driven,2050.0,1.208419061601668
MKD,market-driven,2050.0,1.8357029824494806
MNE,market-driven,2050.0,2.4420609385289103
NLD,market-driven,2050.0,1.0294326372752796
NOR,market-driven,2050.0,0.8102017039714151
POL,market-driven,2050.0,1.4887877167267365
PRT,market-driven,2050.0,1.4313817886314466
ROU,market-driven,2050.0,2.7054514467375923
SRB,market-driven,2050.0,2.49574479000188
SVK,market-driven,2050.0,1.2514854176104173
SVN,market-driven,2050.0,1.0275872554703525
SWE,market-driven,2050.0,0.8902404913077057
ALB,neutral,2030.0,1.2144154418783597
AUT,neutral,2030.0,1.056552755893564
BEL,neutral,2030.0,1.0355517320448873
BGR,neutral,2030.0,1.0797392544512634
BIH,neutral,2030.0,1.2152776309351596
CHE,neutral,2030.0,1.0076334592324143
CYP,neutral,2030.0,1.3065866962376766
CZE,neutral,2030.0,1.2120813931841847
DEU,neutral,2030.0,1.0170728917233192
DNK,neutral,2030.0,1.1451165654886268
ESP,neutral,2030.0,1.1978823214161998
EST,neutral,2030.0,1.1904976850975566
FIN,neutral,2030.0,1.0308197232730643
FRA,neutral,2030.0,1.0903248629686444
GBR,neutral,2030.0,1.119529804163972
GRC,neutral,2030.0,0.9914072275073752
HRV,neutral,2030.0,0.9277729331453447
HUN,neutral,2030.0,1.6248467309054682
IRL,neutral,2030.0,1.5697965328982681
ISL,neutral,2030.0,1.119552825704426
ITA,neutral,2030.0,0.9945785416187958
LTU,neutral,2030.0,1.0399955250213562
LUX,neutral,2030.0,1.3486360701859106
LVA,neutral,2030.0,1.0145984993638362
MKD,neutral,2030.0,0.863424496997271
MNE,neutral,2030.0,1.2131184488934668
NLD,neutral,2030.0,1.10566486188727
NOR,neutral,2030.0,1.0868822017311575
POL,neutral,2030.0,1.3168165639884126
PRT,neutral,2030.0,1.057027897743346
ROU,neutral,2030.0,1.4471905273888832
SRB,neutral,2030.0,1.2158636033708603
SVK,neutral,2030.0,1.2716614488590483
SVN,neutral,2030.0,1.2684258808077105
SWE,neutral,2030.0,1.1529664042449166
ALB,neutral,2050.0,2.467424749322027
AUT,neutral,2050.0,0.7925480436320332
BEL,neutral,2050.0,0.8754201818724785
BGR,neutral,2050.0,1.5839151329900998
BIH,neutral,2050.0,2.484285596188033
CHE,neutral,2050.0,0.809462754148274
CYP,neutral,2050.0,2.8276581146967152
CZE,neutral,2050.0,1.1573444748955595
DEU,neutral,2050.0,0.8691059135838902
DNK,neutral,2050.0,1.0502983964578918
ESP,neutral,2050.0,2.01202584296173
EST,neutral,2050.0,1.6399462747263072
FIN,neutral,2050.0,0.8495493818750999
FRA,neutral,2050.0,1.0767807051576348
GBR,neutral,2050.0,0.9649199641796408
GRC,neutral,2050.0,1.4395589105727142
HRV,neutral,2050.0,0.8293189487240742
HUN,neutral,2050.0,5.534555208498475
IRL,neutral,2050.0,1.4122672726748073
ISL,neutral,2050.0,1.1380762119987256
ITA,neutral,2050.0,1.2756841665890797
LTU,neutral,2050.0,1.0992282849082144
LUX,neutral,2050.0,1.320387003156034
LVA,neutral,2050.0,1.208419061601668
MKD,neutral,2050.0,1.8357029824494806
MNE,neutral,2050.0,2.4420609385289103
NLD,neutral,2050.0,1.0294326372752796
NOR,neutral,2050.0,0.8102017039714151
POL,neutral,2050.0,1.4887877167267365
PRT,neutral,2050.0,1.4313817886314466
ROU,neutral,2050.0,2.7054514467375923
SRB,neutral,2050.0,2.49574479000188
SVK,neutral,2050.0,1.2514854176104173
SVN,neutral,2050.0,1.0275872554703525
SWE,neutral,2050.0,0.8902404913077057
ALB,people-powered,2030.0,1.1932930511382
AUT,people-powered,2030.0,1.1331489092694496
BEL,people-powered,2030.0,1.1073665695103747
BGR,people-powered,2030.0,1.0961814666194791
BIH,people-powered,2030.0,1.192975261581458
CHE,people-powered,2030.0,1.0767389210339058
CYP,people-powered,2030.0,1.2957031579633642
CZE,people-powered,2030.0,1.3214003677278787
DEU,people-powered,2030.0,1.0709641462622896
DNK,people-powered,2030.0,1.2269944651104638
ESP,people-powered,2030.0,1.1691098545914314
EST,people-powered,2030.0,1.2729104419827735
FIN,people-powered,2030.0,1.1068404378787697
FRA,people-powered,2030.0,1.1878855588007173
GBR,people-powered,2030.0,1.2353197617677185
GRC,people-powered,2030.0,1.0251640496976853
HRV,people-powered,2030.0,0.9722826415360118
HUN,people-powered,2030.0,1.3693802676200932
IRL,people-powered,2030.0,1.7582327217578742
ISL,people-powered,2030.0,1.1775658746874709
ITA,people-powered,2030.0,1.0005756562005443
LTU,people-powered,2030.0,1.0950778748904648
LUX,people-powered,2030.0,1.439881561269029
LVA,people-powered,2030.0,1.0438447188681015
MKD,people-powered,2030.0,0.8431119096287983
MNE,people-powered,2030.0,1.193771102700692
NLD,people-powered,2030.0,1.1893404911686483
NOR,people-powered,2030.0,1.2121834663279119
POL,people-powered,2030.0,1.4207083813200065
PRT,people-powered,2030.0,1.0677446933670718
ROU,people-powered,2030.0,1.5215988657087345
SRB,people-powered,2030.0,1.1927592812008956
SVK,people-powered,2030.0,1.4355743473650031
SVN,people-powered,2030.0,1.4102493289192102
SWE,people-powered,2030.0,1.2778193783627079
ALB,people-powered,2050.0,1.7453867163863273
AUT,people-powered,2050.0,1.3965919275543859
BEL,people-powered,2050.0,1.3720214954238918
BGR,people-powered,2050.0,1.5025208168025252
BIH,people-powered,2050.0,1.7338740428739694
CHE,people-powered,2050.0,1.3544168088768616
CYP,people-powered,2050.0,2.247137262362873
CZE,people-powered,2050.0,1.963422077111886
DEU,people-powered,2050.0,1.3039283105390571
DNK,people-powered,2050.0,1.635932434164968
ESP,people-powered,2050.0,1.5074273617359155
EST,people-powered,2050.0,2.24057230378963
FIN,people-powered,2050.0,1.4011480076470166
FRA,people-powered,2050.0,1.6784026571937967
GBR,people-powered,2050.0,1.811004818822227
GRC,people-powered,2050.0,1.6248855005065723
HRV,people-powered,2050.0,1.1647040577316998
HUN,people-powered,2050.0,2.236227760691759
IRL,people-powered,2050.0,2.835481950450498
ISL,people-powered,2050.0,1.5602753447119002
ITA,people-powered,2050.0,1.21984207146756
LTU,people-powered,2050.0,1.487962715918704
LUX,people-powered,2050.0,1.9571964488439781
LVA,people-powered,2050.0,1.4427802897535795
MKD,people-powered,2050.0,1.133137313000156
MNE,people-powered,2050.0,1.762705257679713
NLD,people-powered,2050.0,1.5555140001678052
NOR,people-powered,2050.0,1.6702977890151653
POL,people-powered,2050.0,2.201291484016646
PRT,people-powered,2050.0,1.3414992208977932
ROU,people-powered,2050.0,2.6144404207912215
SRB,people-powered,2050.0,1.7260496460247439
SVK,people-powered,2050.0,2.4237925310769466
SVN,people-powered,2050.0,1.9959662369162745
SWE,people-powered,2050.0,1.747311406434307
